"siteID","Lake_name","Other_names","lake_or_reservoir","location","region","latitude","longitude","geospatial_accuracy_km","elevation_m","mean_depth_m","max_depth_m","surface_area_km2","volume_km3","source","sampling_depth","sampling_time_of_day","time_period","contributor"
231,"Pielavesi",,"Lake","Finland","Europe",63.21,26.66,20.00,102.00,6.00,27.00,110.00,0.66,"in situ","0","8:00","JAS","Esko Kuusisto esko.kuusisto@ymparisto.fi"
232,"Pielinen",,"Lake","Finland","Europe",63.53,29.13,75.00,94.00,9.00,60.00,870.00,8.50,"in situ","0","8:00","JAS","Esko Kuusisto esko.kuusisto@ymparisto.fi"
233,"Plastic",,"Lake","Canada","Northeastern North America",45.18,-78.82,0.50,253.90,7.90,16.30,0.32,3.76e-03,"in situ","0.1","10:00-14:00","JAS","Jim Rusak Jim.Rusak@ontario.ca"
234,"Plusssee",,"Lake","Germany","Europe",54.15,10.38,8.00,24.00,9.40,28.00,0.14,1.35e-03,"in situ","0","8:00-16:00","JAS","Doerthe Mueller-Navarra doerthe.mueller-navarra@uni-hamburg.de"
235,"Poinsett",,"Lake","United States","Southeastern North America",28.33,-80.83,4.00,4.00,1.50,2.50,18.00,0.02,"in situ","0","9:00-12:00","JAS","Karl Havens khavens@ufl.edu"
236,"Poopo",,"Lake","Bolivia","South America",-19.01,-66.96,2.00,3679.00,0.50,3.00,3011.00,3.41,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
237,"Pyhaselka.Kaskesniemi","Pyh�selk�","Lake","Finland","Europe",62.57,29.66,4.00,75.90,10.00,70.00,229.00,2.29,"in situ","1","9:00-21:00","JAS","Ari Voutilainen ari.voutilainen@uef.fi"
238,"Pyhaselka.Kokonluoto","Pyh�selk�","Lake","Finland","Europe",62.47,29.82,5.70,75.90,10.00,70.00,229.00,2.29,"in situ","1","9:00-21:00","JAS","Ari Voutilainen ari.voutilainen@uef.fi"
239,"Pyhaselka.Noljakansaaret","Pyh�selk�","Lake","Finland","Europe",62.60,29.68,4.00,75.90,10.00,70.00,229.00,2.29,"in situ","1","9:00-21:00","JAS","Ari Voutilainen ari.voutilainen@uef.fi"
240,"Pyhaselka.Pyhasaari","Pyh�selk�.Pyh�saari","Lake","Finland","Europe",62.50,29.73,5.70,75.90,10.00,70.00,229.00,2.29,"in situ","1","9:00-21:00","JAS","Ari Voutilainen ari.voutilainen@uef.fi"
241,"Pyramid.Lake",,"Lake","United States","Western North America",40.10,-119.59,2.00,1161.00,60.00,105.00,448.20,27.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
242,"Qinghai",,"Lake","China","Asia",36.96,100.27,2.00,3176.00,16.00,28.00,4449.70,85.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
243,"Razelm","Razim","Lake","Romania","Europe",44.91,28.94,2.00,1.00,,2.50,508.60,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
244,"Red.Chalk.East",,"Lake","Canada","Northeastern North America",45.19,-78.94,0.40,343.00,5.70,19.00,0.13,7.44e-04,"in situ","0.1","10:00-14:00","JAS","Jim Rusak Jim.Rusak@ontario.ca"
245,"Red.Chalk.Main",,"Lake","Canada","Northeastern North America",45.18,-78.94,0.60,343.00,16.70,38.00,0.44,7.36e-03,"in situ","0.1","10:00-14:00","JAS","Jim Rusak Jim.Rusak@ontario.ca"
246,"Reindeer",,"Lake","Canada","Western North America",57.57,-102.14,2.00,337.00,17.00,219.00,5596.60,95.25,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
247,"Remmarsjon","Remmarsj�n","Lake","Sweden","Europe",63.86,18.27,1.90,234.10,5.20,14.40,1.36,7.02e-03,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
248,"Rondout",,"Reservoir","United States","Northeastern North America",41.80,-74.42,8.00,256.03,27.30,57.30,8.57,0.22,"in situ","1","9:00-14:00","JAS","Nihar Samal NSamal@dep.nyc.gov"
249,"Rotehogstjarnen","Rotehogstj�rnen","Lake","Sweden","Europe",58.81,11.61,0.70,120.50,3.40,9.40,0.16,5.71e-04,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
250,"Rotorua",,"Lake","New Zealand","Oceania",-38.08,176.26,5.00,280.00,11.00,44.80,80.47,0.87,"in situ","0","8:00-16:00","JFM","Mat Allan mga1@waikato.ac.nz; David Hamilton davidh@waikato.ac.nz"
251,"Rukwa",,"Lake","Tanzania","Africa",-7.59,31.79,2.00,793.00,,15.00,1965.00,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
252,"Rukwa.1",,"Lake","Tanzania","Africa",-7.80,31.99,2.00,793.00,,15.00,1965.00,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
253,"Rybinkskoye",,"Reservoir","Russia","Europe",58.41,38.51,2.00,108.00,5.60,28.00,3926.60,25.40,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
254,"Saimaa",,"Lake","Finland","Europe",61.08,28.26,30.00,76.00,12.00,82.00,4400.00,36.00,"in situ","0","8:00","JAS","Esko Kuusisto esko.kuusisto@ymparisto.fi"
255,"Saint.Clair",,"Lake","Canada United States","Northeastern North America",42.43,-82.71,2.00,174.00,3.40,8.20,1155.80,3.40,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
256,"Salton.Sea.Center",,"Lake","United States","Western North America",33.24,-115.72,2.00,-74.00,9.20,15.00,929.00,9.25,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
257,"Salton.Sea.SS1",,"Lake","United States","Western North America",33.22,-115.82,2.00,-74.00,9.20,15.00,929.00,9.25,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
258,"Sans.Chambre",,"Lake","Canada","Northeastern North America",46.72,-81.12,0.40,385.00,5.60,15.00,0.14,8.3e-04,"in situ","0","9:00-14:00","JAS","Jim Rusak Jim.Rusak@ontario.ca"
259,"Sarykamyshskoye",,"Lake","Turkmenistan","Middle East",41.86,57.50,2.00,-12.00,,,752.40,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
260,"Sasykkol",,"Lake","Kazakhstan","Asia",46.57,80.88,2.00,342.00,3.30,4.70,731.90,2.43,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
261,"Schoharie",,"Reservoir","United States","Northeastern North America",42.39,-74.45,5.00,344.42,18.10,46.60,4.63,0.08,"in situ","1","9:00-14:00","JAS","Nihar Samal NSamal@dep.nyc.gov"
262,"Se.lin","Siling Co","Lake","China","Asia",31.79,89.08,2.00,4557.00,,40.00,1908.50,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
263,"Segozero",,"Lake","Russia","Europe",63.27,33.70,2.00,129.00,6.20,103.00,784.10,17.80,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
264,"Selawik.Lake",,"Lake","United States","Western North America",66.47,-160.52,2.00,1.00,,,1066.20,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
265,"Sevan",,"Lake","Armenia","Middle East",40.29,45.40,2.00,1876.00,41.00,86.00,1249.90,58.50,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
266,"Silvan",,"Lake","Australia","Oceania",-37.83,145.41,3.00,248.00,,40.00,3.33,0.04,"in situ","0","8:00-12:00","JFM","Justin Brookes justin.brookes@adelaide.edu.au"
267,"Simcoe",,"Lake","Canada","Northeastern North America",44.44,-79.35,2.00,233.00,15.00,41.00,759.70,11.60,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
268,"Skargolen","Sk�rg�len","Lake","Sweden","Europe",57.77,15.58,0.35,72.00,7.00,12.50,0.15,1.08e-03,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
269,"Sky.Pond",,"Lake","United States","Western North America",40.27,-105.66,0.15,3322.00,4.50,7.30,0.03,1.22e-04,"in situ","0","13:00-15:00","JAS","Jill Baron Jill.Baron@colostate.edu"
270,"Smallwood",,"Reservoir","Canada","Northeastern North America",54.15,-64.00,2.00,472.00,5.16,,5610.40,29.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
271,"Songkhla.Lake","Thale Luang","Lake","Thailand","Asia",7.67,100.23,2.00,67.00,1.40,2.00,1024.50,1.60,"satellite","skin-derived bulk temperature","22:00-5:00","JFM","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
272,"South.Para.Reservoir",,"Reservoir","Australia","Oceania",-34.70,138.86,2.80,253.70,11.33,39.00,4.00,0.04,"in situ","10","8:00-12:00","JFM","Rob Daly Rob.Daly@sawater.com.au"
273,"Sparkling",,"lake","United States","Northeastern North America",46.00,-89.70,0.80,494.76,10.70,19.60,0.63,6.84e-03,"in situ","0","9:00-15:00","JAS","NTL LTER, Jordan Read jread@usgs.gov"
274,"St Skarsjon"," �vre Sk�rj�n","Lake","Sweden","Europe",56.67,13.06,1.50,60.00,3.80,11.50,0.31,1.17e-03,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
275,"St.Jean",,"Reservoir","Canada","Northeastern North America",48.56,-71.96,2.00,97.00,11.40,63.10,1106.20,11.90,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
276,"Stechlinsee",,"Lake","Germany Brandenburg","Europe",53.16,13.03,3.00,60.00,23.00,68.00,4.30,1.56,"in situ","0","10:00-12:00","JAS","Peter Kasprzak daphnia@igb-berlin.de"
277,"Stensjon","Stensj�n","Lake","Sweden","Europe",58.09,14.83,0.50,268.00,4.20,8.50,0.56,2.41e-03,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
278,"Stora Envattern","Stora Env�ttern","Lake","Sweden","Europe",59.11,17.35,1.00,62.00,5.00,11.20,0.37,1.85e-03,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
279,"Sugarloaf",,"Reservoir","Australia","Oceania",-37.10,143.40,0.13,178.00,21.90,77.70,4.40,0.09,"in situ","0","8:00-12:00","JFM","Justin Brookes justin.brookes@adelaide.edu.au"
280,"Superior.B45001",,"Lake","Canada United States","Northeastern North America",48.04,-87.77,30.00,184.00,148.00,406.00,81935.70,12221.00,"in situ","0","continuous","JAS","Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no"
281,"Superior.B45004",,"Lake","Canada United States","Northeastern North America",47.58,-86.58,30.00,184.00,148.00,406.00,81935.70,12221.00,"in situ","0","continuous","JAS","Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no"
282,"Superior.B45006",,"Lake","Canada United States","Northeastern North America",47.33,-89.79,30.00,184.00,148.00,406.00,81935.70,12221.00,"in situ","0","continuous","JAS","Jay Austin jaustin@d.umn.edu; Phillip Schneider ps@nilu.no"
283,"Superior.Center",,"Lake","Canada United States","Northeastern North America",48.05,-87.09,2.00,184.00,148.00,406.00,81935.70,12221.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
284,"Swan",,"Lake","Canada","Northeastern North America",46.36,-81.06,0.30,286.00,2.80,8.80,0.05,1.62e-04,"in situ","0","9:00-14:00","JAS","Jim Rusak Jim.Rusak@ontario.ca"
285,"Tahoe.Index",,"Lake","United States","Western North America",39.11,-120.03,2.50,1897.00,305.00,501.00,495.00,151.00,"in situ","0","10:00","JAS","Geoff Schladow gschladow@ucdavis.edu"
286,"Tahoe.Mid.Lake",,"Lake","United States","Western North America",39.13,-120.05,2.50,1996.00,305.00,501.00,484.70,156.00,"in situ","0","10:00","JAS","Geoff Schladow gschladow@ucdavis.edu"
287,"Tahoe.TB1",,"Lake","United States","Western North America",39.15,-120.00,2.00,1996.00,305.00,501.00,484.70,156.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
288,"Tahoe.TB2",,"Lake","United States","Western North America",39.10,-120.01,2.00,1996.00,305.00,501.00,484.70,156.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
289,"Tahoe.TB3",,"Lake","United States","Western North America",39.11,-120.07,2.00,1996.00,305.00,501.00,484.70,156.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
290,"Tahoe.TB4",,"Lake","United States","Western North America",39.15,-120.07,2.00,1996.00,305.00,501.00,484.70,156.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
291,"Taihu.B1","Tai","Lake","China","Asia",31.51,120.19,2.00,2.00,1.90,2.60,2398.50,4.30,"in situ","0.5","7:30-11:00","JAS","Katrin Teubner katrin.teubner@univie.ac.at"
292,"Taihu.B2","Tai","Lake","China","Asia",31.48,120.19,3.00,2.00,1.90,2.60,2398.50,4.30,"in situ","0.5","7:30-11:00","JAS","Katrin Teubner katrin.teubner@univie.ac.at"
293,"Taihu.C7","Tai","Lake","China","Asia",31.30,120.14,6.50,2.00,1.90,2.60,2398.50,4.30,"in situ","0.5","7:30-11:00","JAS","Katrin Teubner katrin.teubner@univie.ac.at"
294,"Taihu.C8","Tai","Lake","China","Asia",31.25,120.11,6.50,2.00,1.90,2.60,2398.50,4.30,"in situ","0.5","7:30-11:00","JAS","Katrin Teubner katrin.teubner@univie.ac.at"
295,"Tana","T ana","Lake","Ethiopia","Africa",12.07,37.38,2.00,1786.00,9.00,14.00,3034.70,28.00,"satellite","skin-derived bulk temperature","22:00-5:00","JFM","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
296,"Tanganyika",,"Lake","Zaire Tanzania Zambia Burundi","Africa",-6.79,30.07,2.00,773.00,572.00,1471.00,32820.50,17800.00,"in situ","0","10:00-12:00","JAS","Pierre-Denis Plisnier pierre-denis.plisnier@africamuseum.be; CatherineOreilly cmoreil@ilstu.edu; Piet Verburg piet.verburg@niwa.co.nz; Peter McIntyre pmcintyre@wisc.edu"
297,"Tarawera",,"Lake","New Zealand","Oceania",-38.20,176.42,7.00,298.00,57.00,87.50,39.00,2.30,"in situ","0.2","11:00","JFM","Mat Allan mat.g.allan@gmail.com; David Hamilton davidh@waikato.ac.nz"
298,"Taupo",,"Lake","New Zealand","Oceania",-38.79,175.92,22.00,395.00,110.00,186.00,600.50,60.00,"in situ","1","11:00","JFM","Piet Verburg piet.verburg@niwa.co.nz"
299,"Taymyr",,"Lake","Russia","Asia",74.40,101.69,2.00,24.00,2.80,26.00,4200.10,12.80,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
300,"Teshekpuk",,"Lake","United States","Western North America",70.60,-153.61,2.00,2.00,,10.00,834.90,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
301,"Titicaca",,"Lake","Peru Bolivia","South America",-15.78,-69.40,2.00,3827.00,107.00,281.00,8270.60,893.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
302,"Tod",,"Reservoir","Australia","Oceania",-34.48,135.85,0.90,113.10,8.43,,1.34,0.01,"in situ","0","8:00-12:00","JFM","Rob Daly Rob.Daly@sawater.com.au"
303,"Toolik.JJA",,"Lake","United States","Western North America",68.63,-149.60,1.00,719.00,1.70,25.00,1.50,0.01,"in situ","0","9:00-11:00","JJA","Arctic LTER, Sally MacIntyre sally@eri.ucsb.edu"
304,"Trout",,"Lake","United States","Northeastern North America",46.03,-89.66,2.00,491.00,14.60,35.70,14.20,0.20,"in situ","0","9:00-15:00","JAS","NTL LTER, Jordan Read jread@usgs.gov"
305,"Tsimlyanskoye",,"Reservoir","Russia","Europe",47.71,42.37,2.00,28.00,8.80,35.00,2242.40,23.70,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
306,"Tulemalu",,"Lake","Canada","Northeastern North America",62.95,-99.34,2.00,279.00,,,656.80,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
307,"Tumba",,"Lake","Zaire","Africa",-0.68,18.01,2.00,338.00,,5.00,697.00,,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
308,"Turkana",,"Lake","Kenya Ethiopia","Africa",3.78,36.04,2.00,438.00,30.20,109.00,7785.40,203.60,"satellite","skin-derived bulk temperature","22:00-5:00","JFM","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
309,"Upper.Yarra",,"Reservoir","Australia","Oceania",-37.68,145.92,5.00,366.60,26.70,80.60,7.50,0.20,"in situ","0","continuous","JFM","Shane Haydon shane.haydon@melbournewater.com.au"
310,"Ulungar","Wu Lun Gu Hu","Lake","China","Asia",47.24,87.21,2.00,452.00,8.00,12.00,757.00,6.06,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
311,"Upemba",,"Lake","Zaire","Africa",-8.62,26.40,2.00,586.00,1.00,4.00,573.00,0.90,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
312,"Constance.Upper",,"Lake","Germany","Europe",47.65,9.30,1.00,395.00,101.00,254.00,472.00,48.53,"in situ","1","9:00-10:00","JAS","Dietmar Straile Dietmar.Straile@uni-konstanz.de"
313,"Zurich.Upper",,"Lake","Switzerland","Europe",47.20,8.83,7.00,406.00,19.60,48.00,21.69,0.42,"in situ","0","8:00-16:00","JAS","David Livingstone living@eawag.ch; Oliver K�ster oliver.koester@zuerich.ch; Pius Niderhauser pius.niederhauser@bd.zh.ch"
314,"Urmia",,"Lake","Iran","Middle East",37.92,45.24,2.00,1271.00,5.00,16.00,4963.40,45.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
315,"Uvs",,"Lake","Mongolia Russia","Asia",50.30,92.70,2.00,752.00,6.00,10.00,3421.50,39.60,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
316,"Valkea.Kotinen",,"lake","Finland","Europe",61.24,25.06,0.30,154.00,2.50,6.50,0.04,1.0e-04,"in situ","0","10:00-11:00","JAS","Lauri Arvola lauri.arvola@helsinki.fi"
317,"Van",,"Lake","Turkey","Middle East",38.63,42.69,2.00,1638.00,171.00,451.00,3537.90,607.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
318,"Vanern","V�nern","Lake","Sweden","Europe",59.06,13.60,75.00,45.00,27.00,106.00,5650.00,153.00,"in situ","0","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
319,"Vattern",,"Lake","Sweden","Europe",58.60,14.72,2.00,91.00,40.00,128.00,1890.00,74.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
320,"Vattern.at.Motala.Kraftverk",,"Lake","Sweden","Europe",58.53,14.93,3.00,91.00,40.00,128.00,1890.00,74.00,"in situ","5","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
321,"Vattern.at.Rassnas",,"Lake","Sweden","Europe",58.52,14.98,3.00,91.00,40.00,128.00,1890.00,74.00,"in situ","5","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
322,"Vattern.at.Vadstena",,"Lake","Sweden","Europe",58.50,14.91,3.50,91.00,40.00,128.00,1890.00,74.00,"in situ","5","9:00-11:00","JAS","Gesa  Wehenmeyer Gesa.Weyhenmeyer@ebc.uu.se"
323,"Victoria",,"Lake","Tanzania Uganda Kenya","Africa",-0.95,33.03,2.00,1140.00,40.00,84.00,67075.20,2750.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
324,"Viedma",,"Lake","Argentina","South America",-49.55,-72.81,2.00,297.00,2.57,,1047.40,2.70,"satellite","skin-derived bulk temperature","22:00-5:00","JFM","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
325,"Vortsjarv","V�rtsj�rv","Lake","Estonia","Europe",58.26,26.03,17.00,33.60,2.80,6.00,270.00,0.76,"in situ","0","8:00-20:00","JAS","Tiina and Peeter Noges tiina.noges@emu.ee and peeter.noges@emu.ee"
326,"Walenstadt",,"Lake","Switzerland","Europe",47.12,9.21,8.00,419.00,104.50,151.00,24.13,2.52,"in situ","0",,"JAS","David Livingstone living@eawag.ch; Oliver K�ster oliver.koester@zuerich.ch; Pius Niderhauser pius.niederhauser@bd.zh.ch"
327,"Walker.Lake",,"Lake","United States","Western North America",38.71,-118.71,2.00,1206.00,19.30,26.30,165.50,3.19,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
328,"Warren",,"Reservoir","Australia","Oceania",-34.71,138.93,1.50,395.80,4.56,13.80,1.05,4.8e-03,"in situ","0","8:00-12:00","JFM","Rob Daly Rob.Daly@sawater.com.au"
329,"Washington",,"Lake","United States","Western North America",47.63,-122.26,14.00,4.90,32.90,65.20,87.60,2.89,"in situ","0","10:00-18:00","JAS","Daniel Schindler deschind@uw.edu"
330,"Washington_FL",,"Lake","United States","Southeastern North America",28.14,-80.74,4.00,4.88,,,17.65,,"in situ","0","9:00-12:00","JAS","Karl Havens khavens@ufl.edu"
332,"Whitepine",,"Lake","Canada","Northeastern North America",47.38,-80.61,1.50,422.00,7.00,22.00,0.84,5.92e-03,"in situ","0","9:00-14:00","JAS","John Bailey jbailey@laurentian.ca"
333,"Wingecarribee",,"Reservoir","Australia","Oceania",-34.54,150.48,2.00,677.50,4.10,12.00,6.26,0.02,"in situ","0","8:00-12:00","JFM","Tracey Schultz Tracey.Schultz@sca.nsw.gov.au"
334,"Wingra",,"Lake","United States","Northeastern North America",43.05,-89.41,1.30,257.86,2.70,6.70,1.39,3.77e-03,"in situ","0","9:00-15:00","JAS","NTL LTER, Jordan Read jread@usgs.gov"
335,"Winnebago",,"Lake","United States","Northeastern North America",44.02,-88.41,2.00,229.00,4.70,7.00,526.10,4.10,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
336,"Winnipeg",,"Lake","Canada","Northeastern North America",53.39,-98.39,2.00,217.00,12.00,36.00,23809.30,284.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
337,"Winnipegosis",,"Lake","Canada","Northeastern North America",52.66,-99.86,2.00,252.00,4.24,18.30,5167.10,19.80,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
338,"Woerther.See",,"Lake","Austria","Europe",46.63,14.15,0.20,439.00,41.90,85.20,19.39,0.81,"in situ","0","8:00-10:00","JAS","Martin Dokulil martin.dokulil@univie.ac.at "
339,"Yan.Yean",,"Reservoir","Australia","Oceania",-37.55,145.14,2.30,183.20,5.40,8.40,5.60,0.03,"in situ","0","continuous","JFM","Shane Haydon shane.haydon@melbournewater.com.au"
340,"Zaysan",,"Reservoir","Kazakhstan","Asia",47.88,84.25,2.00,379.00,5.00,15.00,4470.50,53.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
341,"Zeyskoye",,"Reservoir","Russia","Asia",54.43,127.70,2.00,271.00,34.82,93.00,1964.00,68.40,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
342,"Baikal.South",,"Lake","Russia","Asia",51.64,104.71,2.00,450.00,730.00,1637.00,31924.60,23000.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
343,"Biwa.ko",,"Lake","Japan","Asia",35.33,136.17,2.00,69.00,41.00,104.00,658.50,27.50,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
344,"Garda",,"Lake","Italy","Europe",45.53,10.64,2.00,65.00,133.00,350.00,368.00,49.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
345,"Geneva",,"Lake","Switzerland France","Europe",46.46,6.58,2.00,372.05,152.70,309.70,580.10,88.90,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
346,"Peipsi","Chudskoye Peipus","Lake","Russia Estonia","Europe",58.79,27.43,2.00,29.00,7.10,15.30,3552.80,25.00,"satellite","skin-derived bulk temperature","22:00-5:00","JAS","Philipp Schneider ps@nilu.no; Simon Hook simon.j.hook@jpl.nasa.gov"
